"location","date","A (Lineage)","A.23.1","AD (Lineage)","AE (Lineage)","AT.1","Alpha (WHO VOC)","Alpha - Q.1 (WHO VOC)","B (Lineage)","B.1.1.277 - 20B/S:626S","B.1.1.28","B.1.1.318 (WHO AFM)","B.1.1.519 (WHO FMV)","B.1.160 - 20A/EU2","B.1.177 - 20E/EU1","B.1.221 - 20A/S:98F","B.1.258 - 20A/S:439K","B.1.466.2 (WHO FMV)","B.1.619 (WHO FMV)","B.1.620 - 20A/S:126A","Beta (WHO VOC)","C (Lineage)","C.36.3 (WHO FMV)","Delta (WHO VOC)","Delta - AY.1 (WHO VOC)","Delta - AY.100 (WHO VOC)","Delta - AY.102 (WHO VOC)","Delta - AY.103 (WHO VOC)","Delta - AY.104 (WHO VOC)","Delta - AY.106 (WHO VOC)","Delta - AY.107 (WHO VOC)","Delta - AY.110 (WHO VOC)","Delta - AY.111 (WHO VOC)","Delta - AY.112 (WHO VOC)","Delta - AY.113 (WHO VOC)","Delta - AY.116 (WHO VOC)","Delta - AY.117 (WHO VOC)","Delta - AY.118 (WHO VOC)","Delta - AY.119.2 (WHO VOC)","Delta - AY.120 (WHO VOC)","Delta - AY.121 (WHO VOC)","Delta - AY.122 (WHO VOC)","Delta - AY.122.1 (WHO VOC)","Delta - AY.122.2 (WHO VOC)","Delta - AY.123 (WHO VOC)","Delta - AY.124 (WHO VOC)","Delta - AY.124.1 (WHO VOC)","Delta - AY.125 (WHO VOC)","Delta - AY.126 (WHO VOC)","Delta - AY.127 (WHO VOC)","Delta - AY.129 (WHO VOC)","Delta - AY.131 (WHO VOC)","Delta - AY.15 (WHO VOC)","Delta - AY.16 (WHO VOC)","Delta - AY.16.1 (WHO VOC)","Delta - AY.17 (WHO VOC)","Delta - AY.19 (WHO VOC)","Delta - AY.20 (WHO VOC)","Delta - AY.23 (WHO VOC)","Delta - AY.23.1 (WHO VOC)","Delta - AY.24 (WHO VOC)","Delta - AY.25 (WHO VOC)","Delta - AY.25.1 (WHO VOC)","Delta - AY.26 (WHO VOC)","Delta - AY.29 (WHO VOC)","Delta - AY.3 (WHO VOC)","Delta - AY.3.3 (WHO VOC)","Delta - AY.30 (WHO VOC)","Delta - AY.31 (WHO VOC)","Delta - AY.33 (WHO VOC)","Delta - AY.34.1 (WHO VOC)","Delta - AY.36 (WHO VOC)","Delta - AY.37 (WHO VOC)","Delta - AY.38 (WHO VOC)","Delta - AY.39 (WHO VOC)","Delta - AY.39.1 (WHO VOC)","Delta - AY.4 (WHO VOC)","Delta - AY.4.2.3 (WHO VOC)","Delta - AY.4.5 (WHO VOC)","Delta - AY.40 (WHO VOC)","Delta - AY.41 (WHO VOC)","Delta - AY.42 (WHO VOC)","Delta - AY.43 (WHO VOC)","Delta - AY.43.4 (WHO VOC)","Delta - AY.44 (WHO VOC)","Delta - AY.45 (WHO VOC)","Delta - AY.46 (WHO VOC)","Delta - AY.46.2 (WHO VOC)","Delta - AY.46.4 (WHO VOC)","Delta - AY.47 (WHO VOC)","Delta - AY.5 (WHO VOC)","Delta - AY.5.4 (WHO VOC)","Delta - AY.50 (WHO VOC)","Delta - AY.52 (WHO VOC)","Delta - AY.53 (WHO VOC)","Delta - AY.54 (WHO VOC)","Delta - AY.57 (WHO VOC)","Delta - AY.59 (WHO VOC)","Delta - AY.6 (WHO VOC)","Delta - AY.61 (WHO VOC)","Delta - AY.65 (WHO VOC)","Delta - AY.66 (WHO VOC)","Delta - AY.67 (WHO VOC)","Delta - AY.68 (WHO VOC)","Delta - AY.69 (WHO VOC)","Delta - AY.70 (WHO VOC)","Delta - AY.75 (WHO VOC)","Delta - AY.75.2 (WHO VOC)","Delta - AY.78 (WHO VOC)","Delta - AY.79 (WHO VOC)","Delta - AY.85 (WHO VOC)","Delta - AY.86 (WHO VOC)","Delta - AY.88 (WHO VOC)","Delta - AY.9 (WHO VOC)","Delta - AY.9.2 (WHO VOC)","Delta - AY.90 (WHO VOC)","Delta - AY.91 (WHO VOC)","Delta - AY.98.1 (WHO VOC)","Delta - AY.99 (WHO VOC)","Epsilon (WHO FMV)","Eta (WHO FMV)","Gamma (WHO VOC)","Gamma - P.1.15 (WHO VOC)","Gamma - P.1.4 (WHO VOC)","Iota (WHO FMV)","K (Lineage)","Kappa (WHO FMV)","Mu - 21H (WHO VOI)","Omicron - BA.1 (WHO VOC)","Omicron - BA.1.1 (WHO VOC)","Omicron - BA.2 (WHO VOC)","Other","Theta - P.3 (WHO FMV)","Unknown"
"South Korea","2021-05-02","0","0","0","0","0","3828","0","2527","0","0","0","0","0","0","0","0","0","976","1076","151","0","0","151","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","0","0","0","0","0","201","0","0","0","0","0","0","76","0","0","0","0","51","0","0"
"South Korea","2021-05-16","0","0","0","0","0","3206","0","1406","0","0","0","0","0","0","0","0","0","1845","1186","44","0","0","396","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","308","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","0","0","0","0","0","0","44","0","0"
"South Korea","2021-05-30","0","0","0","0","0","1495","0","345","0","0","0","0","0","0","0","0","115","3910","805","0","0","115","0","0","0","0","0","0","0","0","0","0","115","0","115","0","0","0","0","0","230","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","575","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115","0","0"
"South Korea","2021-06-13","0","0","0","0","0","1284","0","156","0","0","39","0","0","0","0","0","117","4861","506","39","0","0","39","0","0","78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","156","0","0","0","0","0","0","0","0","0","0","0","39","0","0","0","0","156","0","156","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","195","0","0","0","0","0","0","0","0","0","0","0","39","39","0","0","0","39","0","0","0","0","0","0","0","0","0","0","0","0"
"South Korea","2021-06-27","0","14","0","0","0","1229","0","0","0","0","14","0","0","0","0","0","0","3155","587","0","0","0","84","0","0","28","0","0","0","14","0","14","28","0","0","0","0","0","0","0","252","0","0","0","0","0","14","0","0","0","14","0","0","0","14","0","14","601","0","182","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","28","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","14","0","0","14","0","0","0","0","0","852","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","56","0","0","0","0","0","0","0","0","0","42","0","0"
"South Korea","2021-07-11","0","0","0","0","20","1051","0","20","0","0","0","0","0","0","0","0","0","4831","382","58","0","0","497","0","0","96","0","0","0","0","0","0","0","0","0","0","0","0","0","0","592","0","0","20","0","0","20","0","0","0","0","0","0","0","58","0","0","802","0","287","0","0","0","0","0","0","39","77","20","0","0","0","20","0","0","134","0","0","20","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","20","20","20","0","0","0","4067","0","0","0","0","0","0","0","0","20","0","0","0","39","0","0","0","39","0","0","0","0","0","20","0","0","0","268","20","0"
"South Korea","2021-07-25","0","0","0","0","0","839","0","0","0","0","24","0","0","0","0","0","0","5058","767","24","0","0","1223","0","0","336","24","0","0","24","0","0","24","0","0","0","72","0","0","24","887","0","0","0","0","0","24","144","0","0","0","0","0","24","0","0","24","600","0","144","24","24","72","0","0","0","0","120","24","0","0","0","0","0","0","48","0","0","24","24","0","48","0","72","0","48","0","0","0","0","0","24","0","0","0","0","0","0","120","0","0","24","0","9708","0","0","24","0","0","0","24","0","0","0","24","0","48","0","0","0","72","0","24","0","0","0","0","0","0","0","120","0","0"
"South Korea","2021-08-08","0","0","0","0","0","456","0","0","0","0","0","0","0","0","0","0","0","2327","456","26","0","0","532","26","0","102","76","0","0","0","26","0","26","26","26","0","26","0","26","26","886","0","0","26","0","0","26","152","76","0","0","0","0","0","152","26","0","102","0","76","26","26","26","26","0","0","0","51","0","102","26","0","0","0","0","51","0","0","0","0","0","26","0","0","26","127","0","26","26","26","0","51","0","0","26","0","0","0","0","0","0","0","0","15858","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","0","0"
"South Korea","2021-08-22","0","0","0","0","0","28","0","0","0","0","0","0","0","0","0","0","0","614","140","0","0","0","419","0","28","56","84","0","28","0","0","0","0","0","0","0","28","28","0","223","2174","28","0","28","0","0","0","391","0","0","0","0","0","0","223","0","0","28","0","0","28","0","0","112","28","0","28","0","112","0","28","0","0","0","0","28","0","0","0","0","0","28","0","84","28","0","112","0","0","0","0","0","0","0","28","56","28","0","168","0","0","0","0","19733","0","0","28","0","0","28","0","28","0","56","0","0","0","0","0","0","0","28","0","0","0","0","0","0","0","0","0","0","0"
"South Korea","2021-09-05","0","0","0","0","0","55","0","0","0","0","0","0","0","0","0","0","0","165","19","0","0","0","366","19","37","0","0","0","0","0","0","0","0","0","19","19","0","0","0","19","1408","0","0","0","0","0","0","0","19","0","0","0","0","0","403","0","0","0","0","0","19","0","0","19","128","0","19","0","494","0","19","0","0","0","0","0","0","0","19","0","19","0","0","37","0","0","19","0","19","0","0","0","19","0","0","0","0","0","19","0","0","0","0","20579","0","0","0","0","19","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"South Korea","2021-09-19","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","106","0","0","0","0","361","43","43","170","0","0","0","0","0","0","85","0","0","0","0","0","0","0","2309","0","0","22","0","0","43","22","64","0","0","0","0","0","318","0","0","0","0","0","22","0","0","0","0","0","0","0","106","0","43","0","0","0","0","0","0","0","0","0","22","64","0","128","0","22","0","0","0","0","0","0","0","0","0","0","0","0","22","64","0","0","0","21607","0","0","0","22","0","0","0","0","0","0","0","0","0","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"South Korea","2021-10-03","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","241","0","69","104","69","0","0","0","0","0","104","0","0","0","0","0","0","35","5403","0","0","0","0","0","241","104","69","0","0","0","0","0","104","0","0","0","0","0","35","0","0","0","0","0","0","0","35","0","69","0","35","0","35","0","0","0","0","0","0","69","0","104","0","35","0","0","35","0","0","0","0","0","0","0","0","0","35","0","0","0","35","25119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"South Korea","2021-10-17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","42","0","21","0","0","0","0","0","21","0","0","0","0","0","0","4372","0","0","0","0","21","42","105","0","0","0","0","21","0","63","0","21","0","0","0","63","0","42","0","63","0","0","0","21","0","21","0","0","0","42","0","0","0","0","0","0","21","0","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18569","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"South Korea","2021-10-31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74","0","0","0","59","0","0","0","0","0","0","0","0","0","0","0","15","15","5479","0","0","0","0","0","30","147","0","15","0","0","0","0","206","0","0","0","0","0","0","0","15","0","0","0","74","0","59","0","0","0","15","0","0","0","0","0","0","0","15","74","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16655","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"South Korea","2021-11-14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","20","20","119","0","0","0","0","0","40","0","0","0","0","0","60","20","9677","0","0","0","0","0","0","257","0","0","0","0","0","0","296","0","0","20","40","0","40","0","0","20","0","0","0","0","119","0","0","0","119","40","0","79","20","0","0","0","0","60","20","60","0","0","0","0","0","0","0","0","0","20","0","20","0","0","0","0","0","0","0","19768","0","20","0","0","0","60","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"South Korea","2021-11-28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69","0","0","103","0","0","0","0","0","0","0","0","0","0","0","0","0","103","17902","0","0","0","0","0","0","513","0","0","0","0","0","0","137","0","69","0","0","0","0","69","0","0","35","35","0","0","0","35","35","0","103","35","0","137","0","69","0","0","35","103","0","103","0","0","0","0","0","0","0","0","0","0","0","69","0","0","69","0","35","0","0","26784","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","69","0","0","0","0","0"
"South Korea","2021-12-12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","0","0","47","47","0","0","0","0","0","0","0","0","0","0","0","140","0","35495","93","0","0","47","0","0","93","0","0","0","0","0","0","93","0","0","0","0","0","0","233","0","0","47","0","0","0","0","0","0","0","0","0","0","140","0","0","0","0","0","0","0","47","0","0","0","0","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","38376","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2556","1301","0","0","0","0"
"South Korea","2021-12-26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","0","0","0","51","0","0","0","0","0","101","0","0","0","0","0","0","0","40776","352","51","0","0","0","51","51","0","0","0","51","0","0","0","0","0","0","0","0","51","151","0","0","0","0","0","0","51","0","0","0","0","0","0","51","0","0","0","0","0","101","0","101","0","0","0","0","0","0","0","0","0","0","0","101","0","0","0","0","0","0","0","41931","101","0","0","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1708","2662","0","0","0","0"
"South Korea","2022-01-09","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","0","19485","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14554","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4634","16693","119","0","0","0"
"South Korea","2022-01-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74023"
