"location","date","A (Lineage)","A.2.5","A.23.1","A.28","Alpha - B.1.1.7 (WHO PVOC)","Alpha - Q.4 (WHO PVOC)","B (Lineage)","B.1.1.519 (WHO FMV)","B.1.160 - 20A/EU2","B.1.177 - 20E/EU1","B.1.466.2 (WHO FMV)","Beta - B.1.351 (WHO PVOC)","C (Lineage)","C.16","Delta - AY.100 (WHO PVOC)","Delta - AY.104 (WHO PVOC)","Delta - AY.106 (WHO PVOC)","Delta - AY.107 (WHO PVOC)","Delta - AY.108 (WHO PVOC)","Delta - AY.111 (WHO PVOC)","Delta - AY.112 (WHO PVOC)","Delta - AY.112.2 (WHO PVOC)","Delta - AY.118 (WHO PVOC)","Delta - AY.120 (WHO PVOC)","Delta - AY.121 (WHO PVOC)","Delta - AY.122 (WHO PVOC)","Delta - AY.124 (WHO PVOC)","Delta - AY.125 (WHO PVOC)","Delta - AY.126 (WHO PVOC)","Delta - AY.127 (WHO PVOC)","Delta - AY.128 (WHO PVOC)","Delta - AY.129 (WHO PVOC)","Delta - AY.16 (WHO PVOC)","Delta - AY.20 (WHO PVOC)","Delta - AY.23 (WHO PVOC)","Delta - AY.24 (WHO PVOC)","Delta - AY.25 (WHO PVOC)","Delta - AY.26 (WHO PVOC)","Delta - AY.33 (WHO PVOC)","Delta - AY.36 (WHO PVOC)","Delta - AY.37 (WHO PVOC)","Delta - AY.38 (WHO PVOC)","Delta - AY.39 (WHO PVOC)","Delta - AY.4 (WHO PVOC)","Delta - AY.4.2 (WHO PVOC)","Delta - AY.4.2.2 (WHO PVOC)","Delta - AY.4.6 (WHO PVOC)","Delta - AY.43 (WHO PVOC)","Delta - AY.44 (WHO PVOC)","Delta - AY.45 (WHO PVOC)","Delta - AY.46 (WHO PVOC)","Delta - AY.46.2 (WHO PVOC)","Delta - AY.46.4 (WHO PVOC)","Delta - AY.46.6 (WHO PVOC)","Delta - AY.47 (WHO PVOC)","Delta - AY.51 (WHO PVOC)","Delta - AY.53 (WHO PVOC)","Delta - AY.55 (WHO PVOC)","Delta - AY.57 (WHO PVOC)","Delta - AY.58 (WHO PVOC)","Delta - AY.59 (WHO PVOC)","Delta - AY.6 (WHO PVOC)","Delta - AY.65 (WHO PVOC)","Delta - AY.72 (WHO PVOC)","Delta - AY.84 (WHO PVOC)","Delta - AY.9.2 (WHO PVOC)","Delta - AY.98.1 (WHO PVOC)","Delta - AY.99 (WHO PVOC)","Delta - B.1.617.2 (WHO PVOC)","Epsilon - B.1.429 (WHO PVOI)","Eta - B.1.525 (WHO PVOI)","L (Lineage)","Omicron - BA.1 (WHO VOC)","Omicron - BA.1.1 (WHO VOC)","Omicron - BA.1.1.14 (WHO VOC)","Omicron - BA.1.1.15 (WHO VOC)","Omicron - BA.1.1.18 (WHO VOC)","Omicron - BA.1.15 (WHO VOC)","Omicron - BA.1.15.1 (WHO VOC)","Omicron - BA.1.17 (WHO VOC)","Omicron - BA.1.17.2 (WHO VOC)","Omicron - BA.1.18 (WHO VOC)","Omicron - BA.1.19 (WHO VOC)","Omicron - BA.2 (WHO VOC)","Omicron - BA.2.10 (WHO VOC)","Omicron - BA.5.1 (WHO VOC)","R.1 (WHO FMV)","Other"
"United Arab Emirates","2021-05-30","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","4,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","45,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","46,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0"
"United Arab Emirates","2021-06-13","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,7777777777777777","0,0","0,0","2,7777777777777777","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,333333333333332","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","38,88888888888889","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,7777777777777777","44,44444444444444","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0"
"United Arab Emirates","2021-06-27","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,28328611898017","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","6,515580736543909","0,0","0,0","0,0","1,41643059490085","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,56657223796034","45,04249291784703","0,0","0,0","0,0","0,0","0,56657223796034","0,0","0,0","0,28328611898017","0,0","0,0","0,0","0,28328611898017","0,28328611898017","0,0","0,0","0,0","0,56657223796034","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,56657223796034","43,626062322946176","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0"
"United Arab Emirates","2021-07-11","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2898550724637681","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2898550724637681","0,0","0,0","3,768115942028986","0,0","0,0","0,2898550724637681","0,8695652173913043","0,0","0,0","0,2898550724637681","0,0","0,5797101449275363","0,0","0,0","0,0","0,0","0,0","0,0","0,2898550724637681","52,7536231884058","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,5797101449275363","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2898550724637681","39,710144927536234","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0"
"United Arab Emirates","2021-07-25","0,0","0,0","0,0","0,0","0,0","0,0","0,28735632183908044","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,7241379310344827","0,0","1,1494252873563218","0,28735632183908044","0,0","0,0","0,5747126436781609","0,0","0,0","0,0","0,0","4,597701149425287","0,0","0,8620689655172413","0,28735632183908044","5,747126436781609","0,0","0,0","0,0","0,0","1,1494252873563218","0,28735632183908044","0,0","0,0","0,0","0,0","0,0","0,0","49,42528735632184","0,0","0,0","0,0","0,0","0,8620689655172413","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,5747126436781609","0,0","0,0","0,0","0,0","32,18390804597701","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0"
"United Arab Emirates","2021-08-08","0,0","0,0","0,0","0,0","0,0","0,0","0,36900369003690037","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,36900369003690037","1,107011070110701","0,0","0,0","1,4760147601476015","0,0","0,0","0,0","0,0","2,5830258302583027","0,0","0,36900369003690037","0,0","4,059040590405904","0,0","0,0","0,0","0,0","0,36900369003690037","0,0","0,0","0,0","0,0","0,0","0,0","0,0","49,815498154981555","0,0","0,0","0,0","0,0","0,7380073800738007","0,0","0,0","1,4760147601476015","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,36900369003690037","0,0","0,0","0,0","0,0","1,107011070110701","35,79335793357934","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0"
"United Arab Emirates","2021-08-22","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,6644518272425249","0,0","0,0","0,0","0,0","0,0","0,33222591362126247","0,0","0,0","0,33222591362126247","0,6644518272425249","3,322259136212625","0,0","0,6644518272425249","0,33222591362126247","3,6544850498338874","0,0","0,0","0,0","0,0","0,6644518272425249","0,33222591362126247","0,0","0,33222591362126247","0,33222591362126247","0,0","0,0","0,33222591362126247","48,17275747508305","0,0","0,0","0,0","0,0","0,33222591362126247","0,0","0,0","0,0","0,0","0,33222591362126247","0,0","0,0","0,0","0,6644518272425249","0,33222591362126247","0,0","0,0","0,0","0,0","0,0","0,33222591362126247","0,0","0,33222591362126247","0,0","1,3289036544850499","36,21262458471761","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0"
"United Arab Emirates","2021-09-05","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,2121212121212122","0,0","0,30303030303030304","0,0","0,6060606060606061","0,0","0,0","0,0","0,30303030303030304","0,0","0,0","5,151515151515151","0,0","1,2121212121212122","0,30303030303030304","8,181818181818182","0,30303030303030304","0,0","0,0","0,0","0,0","0,30303030303030304","0,30303030303030304","0,30303030303030304","1,8181818181818181","1,5151515151515151","1,5151515151515151","0,30303030303030304","36,666666666666664","0,0","0,0","0,0","0,0","0,6060606060606061","0,0","0,0","0,30303030303030304","0,0","0,0","0,0","0,0","0,9090909090909091","0,0","0,0","0,0","0,0","0,0","0,0","1,2121212121212122","0,0","0,30303030303030304","0,0","0,0","0,0","36,36363636363637","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0"
"United Arab Emirates","2021-09-19","0,0","0,0","0,0","0,0","0,0","0,0","2,2508038585209005","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,6430868167202572","0,0","2,572347266881029","0,6430868167202572","0,964630225080386","0,0","0,3215434083601286","0,0","0,0","3,215434083601286","0,3215434083601286","6,752411575562702","0,0","0,3215434083601286","1,607717041800643","4,501607717041801","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,2861736334405145","1,2861736334405145","0,0","1,2861736334405145","32,79742765273312","0,3215434083601286","0,0","0,0","0,0","1,2861736334405145","0,6430868167202572","2,2508038585209005","0,6430868167202572","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,3215434083601286","0,0","0,0","0,6430868167202572","0,0","0,0","33,11897106109325","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0"
"United Arab Emirates","2021-10-03","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,35335689045936397","0,0","1,4134275618374559","0,0","1,0600706713780919","0,0","0,7067137809187279","0,0","0,0","1,0600706713780919","0,7067137809187279","7,06713780918728","0,0","0,0","2,8268551236749118","11,307420494699647","0,0","0,0","0,0","0,0","0,35335689045936397","0,0","0,0","0,0","4,240282685512367","0,0","0,0","1,4134275618374559","32,50883392226148","1,0600706713780919","0,0","0,0","0,0","0,35335689045936397","0,35335689045936397","0,35335689045936397","3,180212014134275","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,7067137809187279","0,0","0,0","0,0","0,7067137809187279","1,0600706713780919","27,208480565371023","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0"
"United Arab Emirates","2021-10-17","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,34602076124567477","0,0","0,6920415224913495","0,0","0,0","0,0","0,6920415224913495","0,0","0,0","2,768166089965398","0,0","5,536332179930796","0,0","0,0","1,7301038062283738","17,647058823529413","0,0","0,0","0,0","1,384083044982699","0,0","0,0","0,0","0,0","7,26643598615917","0,6920415224913495","0,0","1,0380622837370241","26,989619377162633","0,6920415224913495","0,0","0,0","0,0","0,34602076124567477","0,34602076124567477","0,0","0,6920415224913495","0,0","0,0","0,34602076124567477","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","30,79584775086505","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0"
"United Arab Emirates","2021-10-31","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,1673151750972763","0,0","1,9455252918287937","0,0","0,0","0,38910505836575876","0,0","1,1673151750972763","0,7782101167315175","12,840466926070038","0,0","0,0","0,38910505836575876","14,396887159533073","0,0","0,0","0,0","0,7782101167315175","0,0","0,0","0,0","0,0","5,447470817120623","0,7782101167315175","0,0","2,3346303501945527","22,56809338521401","1,9455252918287937","0,0","0,0","0,38910505836575876","0,38910505836575876","0,0","0,0","0,7782101167315175","0,38910505836575876","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,7782101167315175","0,0","0,0","0,0","0,0","0,0","0,0","30,35019455252918","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0"
"United Arab Emirates","2021-11-14","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,5181347150259068","0,0","0,5181347150259068","0,0","1,5544041450777202","0,0","0,0","0,0","0,0","0,0","0,5181347150259068","6,217616580310881","0,0","0,0","2,5906735751295336","19,170984455958546","0,0","0,0","0,0","0,5181347150259068","0,0","0,0","0,0","0,0","3,1088082901554404","1,0362694300518136","0,0","0,0","22,279792746113987","1,0362694300518136","0,5181347150259068","0,0","0,0","0,5181347150259068","0,0","0,0","0,5181347150259068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,5181347150259068","0,0","0,0","0,0","0,0","0,0","37,82383419689119","0,0","0,0","0,0","0,5181347150259068","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,5181347150259068","0,0","0,0","0,0","0,0","0,0","0,0","0"
"United Arab Emirates","2021-11-28","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,4752475247524752","0,0","2,4752475247524752","1,9801980198019802","1,4851485148514851","0,49504950495049505","0,0","0,0","1,4851485148514851","5,445544554455446","0,0","0,0","1,9801980198019802","27,722772277227726","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,4851485148514851","0,49504950495049505","0,0","0,0","15,841584158415841","0,0","0,9900990099009901","0,0","0,0","1,4851485148514851","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,9801980198019802","0,0","0,0","0,0","0,0","0,0","0,0","0,0","32,17821782178218","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0"
"United Arab Emirates","2021-12-12","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,5524861878453038","1,6574585635359116","0,0","0,5524861878453038","1,1049723756906076","0,0","0,5524861878453038","0,0","0,0","0,0","13,812154696132598","0,0","0,0","1,6574585635359116","18,23204419889503","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,5524861878453038","1,1049723756906076","0,0","0,0","4,972375690607735","2,209944751381215","0,5524861878453038","0,0","0,0","1,1049723756906076","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,6574585635359116","0,0","0,0","0,0","0,0","0,0","35,35911602209944","0,0","0,0","0,0","6,077348066298343","4,41988950276243","0,0","0,0","0,0","1,1049723756906076","0,0","1,6574585635359116","1,1049723756906076","0,0","0,0","0,0","0,0","0,0","0,0","0"
"United Arab Emirates","2021-12-26","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,4662004662004662","0,0","0,2331002331002331","0,0","0,0","0,0","0,0","1,1655011655011656","0,2331002331002331","0,0","0,2331002331002331","6,0606060606060606","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,4662004662004662","0,0","0,0","0,0","3,4965034965034967","0,2331002331002331","0,0","0,2331002331002331","0,0","0,6993006993006993","0,0","0,0","0,6993006993006993","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","11,421911421911423","0,0","0,0","0,0","31,934731934731936","27,03962703962704","0,6993006993006993","0,0","0,0","4,895104895104895","0,6993006993006993","0,6993006993006993","7,6923076923076925","0,6993006993006993","0,0","0,0","0,0","0,0","0,0","0"
"United Arab Emirates","2022-01-09","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,4878048780487805","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,4634146341463417","0,0","0,0","0,0","20,48780487804878","54,63414634146342","0,975609756097561","1,4634146341463417","0,4878048780487805","6,829268292682928","0,0","2,4390243902439024","9,268292682926829","0,4878048780487805","0,4878048780487805","0,0","0,4878048780487805","0,0","0,0","0"
"United Arab Emirates","2022-01-23","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,7518796992481203","0,0","0,0","0,0","27,819548872180448","45,86466165413533","0,0","0,0","0,0","4,511278195488721","0,0","2,2556390977443606","13,533834586466165","0,7518796992481203","0,0","0,7518796992481203","3,7593984962406015","0,0","0,0","0"
"United Arab Emirates","2022-03-06","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,7027027027027026","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","24,324324324324326","48,64864864864865","0,0","0,0","0,0","5,405405405405405","0,0","2,7027027027027026","8,108108108108109","8,108108108108109","0,0","0,0","0,0","0,0","0,0","0"
"United Arab Emirates","2022-04-03","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","14,285714285714285","71,42857142857143","0,0","0,0","0,0","0,0","0,0","0,0","14,285714285714285","0,0","0,0","0,0","0,0","0,0","0,0","0"
"United Arab Emirates","2022-06-12","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","25,0","62,5","0,0","0,0","0,0","0,0","0,0","12,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0"
"United Arab Emirates","2022-07-10","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","100,0","0,0","0"
