"location","date"," (Lineage)","A (Lineage)","A.2.5","A.23.1","A.27","A.28","AA (Lineage)","AC (Lineage)","AD (Lineage)","AE (Lineage)","AH (Lineage)","AK (Lineage)","AM (Lineage)","AN (Lineage)","AP (Lineage)","AS (Lineage)","AT.1","AV.1 (WHO FMV)","Alpha (WHO VOC)","Alpha - Q.1 (WHO VOC)","Alpha - Q.2 (WHO VOC)","Alpha - Q.3 (WHO VOC)","Alpha - Q.4 (WHO VOC)","Alpha - Q.7 (WHO VOC)","Alpha - Q.8 (WHO VOC)","B (Lineage)","B.1.1.277 - 20B/S:626S","B.1.1.28","B.1.1.302 - 20B/S:1122L","B.1.1.318 (WHO AFM)","B.1.1.318 - AZ.1 (WHO AFM)","B.1.1.318 - AZ.2 (WHO AFM)","B.1.1.318 - AZ.4 (WHO AFM)","B.1.1.318 - AZ.5 (WHO AFM)","B.1.1.519 (WHO FMV)","B.1.1.523 (WHO FMV)","B.1.160 - 20A/EU2","B.1.177 - 20E/EU1","B.1.214.2 (WHO FMV)","B.1.221 - 20A/S:98F","B.1.258 - 20A/S:439K","B.1.367 - 20C/S:80Y","B.1.466.2 (WHO FMV)","B.1.617.3 (CDC VBM)","B.1.619 (WHO FMV)","B.1.620 - 20A/S:126A","B.1.623 (PHE VUI)","B.1.630 (WHO FMV)","B.1.640 (WHO AFM)","Beta (WHO VOC)","C (Lineage)","C.1.2 (WHO AFM)","C.16","C.36.3 (WHO FMV)","D (Lineage)","Delta (WHO VOC)","Delta - AY.1 (WHO VOC)","Delta - AY.10 (WHO VOC)","Delta - AY.100 (WHO VOC)","Delta - AY.101 (WHO VOC)","Delta - AY.102 (WHO VOC)","Delta - AY.103 (WHO VOC)","Delta - AY.103.1 (WHO VOC)","Delta - AY.104 (WHO VOC)","Delta - AY.105 (WHO VOC)","Delta - AY.106 (WHO VOC)","Delta - AY.107 (WHO VOC)","Delta - AY.108 (WHO VOC)","Delta - AY.109 (WHO VOC)","Delta - AY.11 (WHO VOC)","Delta - AY.110 (WHO VOC)","Delta - AY.111 (WHO VOC)","Delta - AY.112 (WHO VOC)","Delta - AY.112.1 (WHO VOC)","Delta - AY.113 (WHO VOC)","Delta - AY.114 (WHO VOC)","Delta - AY.116 (WHO VOC)","Delta - AY.116.1 (WHO VOC)","Delta - AY.117 (WHO VOC)","Delta - AY.118 (WHO VOC)","Delta - AY.119 (WHO VOC)","Delta - AY.119.1 (WHO VOC)","Delta - AY.119.2 (WHO VOC)","Delta - AY.120 (WHO VOC)","Delta - AY.120.1 (WHO VOC)","Delta - AY.120.2 (WHO VOC)","Delta - AY.120.2.1 (WHO VOC)","Delta - AY.121 (WHO VOC)","Delta - AY.121.1 (WHO VOC)","Delta - AY.122 (WHO VOC)","Delta - AY.122.1 (WHO VOC)","Delta - AY.122.2 (WHO VOC)","Delta - AY.122.4 (WHO VOC)","Delta - AY.123 (WHO VOC)","Delta - AY.123.1 (WHO VOC)","Delta - AY.124 (WHO VOC)","Delta - AY.124.1 (WHO VOC)","Delta - AY.125 (WHO VOC)","Delta - AY.126 (WHO VOC)","Delta - AY.127 (WHO VOC)","Delta - AY.127.1 (WHO VOC)","Delta - AY.128 (WHO VOC)","Delta - AY.129 (WHO VOC)","Delta - AY.13 (WHO VOC)","Delta - AY.131 (WHO VOC)","Delta - AY.132 (WHO VOC)","Delta - AY.133 (WHO VOC)","Delta - AY.14 (WHO VOC)","Delta - AY.15 (WHO VOC)","Delta - AY.16 (WHO VOC)","Delta - AY.16.1 (WHO VOC)","Delta - AY.17 (WHO VOC)","Delta - AY.19 (WHO VOC)","Delta - AY.20 (WHO VOC)","Delta - AY.20.1 (WHO VOC)","Delta - AY.21 (WHO VOC)","Delta - AY.22 (WHO VOC)","Delta - AY.23 (WHO VOC)","Delta - AY.23.1 (WHO VOC)","Delta - AY.23.2 (WHO VOC)","Delta - AY.24 (WHO VOC)","Delta - AY.24.1 (WHO VOC)","Delta - AY.25 (WHO VOC)","Delta - AY.25.1 (WHO VOC)","Delta - AY.25.3 (WHO VOC)","Delta - AY.26 (WHO VOC)","Delta - AY.27 (WHO VOC)","Delta - AY.28 (WHO VOC)","Delta - AY.29 (WHO VOC)","Delta - AY.29.1 (WHO VOC)","Delta - AY.3 (WHO VOC)","Delta - AY.3.1 (WHO VOC)","Delta - AY.3.2 (WHO VOC)","Delta - AY.3.3 (WHO VOC)","Delta - AY.30 (WHO VOC)","Delta - AY.31 (WHO VOC)","Delta - AY.32 (WHO VOC)","Delta - AY.33 (WHO VOC)","Delta - AY.33.1 (WHO VOC)","Delta - AY.34 (WHO VOC)","Delta - AY.34.1 (WHO VOC)","Delta - AY.34.1.1 (WHO VOC)","Delta - AY.34.2 (WHO VOC)","Delta - AY.35 (WHO VOC)","Delta - AY.36 (WHO VOC)","Delta - AY.37 (WHO VOC)","Delta - AY.38 (WHO VOC)","Delta - AY.39 (WHO VOC)","Delta - AY.39.1 (WHO VOC)","Delta - AY.39.1.1 (WHO VOC)","Delta - AY.39.1.2 (WHO VOC)","Delta - AY.39.2 (WHO VOC)","Delta - AY.4 (WHO VOC)","Delta - AY.4.1 (WHO VOC)","Delta - AY.4.10 (WHO VOC)","Delta - AY.4.11 (WHO VOC)","Delta - AY.4.12 (WHO VOC)","Delta - AY.4.2 (WHO VOC)","Delta - AY.4.2.1 (WHO VOC)","Delta - AY.4.2.2 (WHO VOC)","Delta - AY.4.2.3 (WHO VOC)","Delta - AY.4.2.4 (WHO VOC)","Delta - AY.4.3 (WHO VOC)","Delta - AY.4.4 (WHO VOC)","Delta - AY.4.5 (WHO VOC)","Delta - AY.4.6 (WHO VOC)","Delta - AY.4.7 (WHO VOC)","Delta - AY.4.8 (WHO VOC)","Delta - AY.4.9 (WHO VOC)","Delta - AY.40 (WHO VOC)","Delta - AY.41 (WHO VOC)","Delta - AY.42 (WHO VOC)","Delta - AY.42.1 (WHO VOC)","Delta - AY.43 (WHO VOC)","Delta - AY.43.1 (WHO VOC)","Delta - AY.43.3 (WHO VOC)","Delta - AY.43.4 (WHO VOC)","Delta - AY.43.5 (WHO VOC)","Delta - AY.43.6 (WHO VOC)","Delta - AY.43.7 (WHO VOC)","Delta - AY.44 (WHO VOC)","Delta - AY.45 (WHO VOC)","Delta - AY.46 (WHO VOC)","Delta - AY.46.1 (WHO VOC)","Delta - AY.46.2 (WHO VOC)","Delta - AY.46.4 (WHO VOC)","Delta - AY.46.5 (WHO VOC)","Delta - AY.46.6 (WHO VOC)","Delta - AY.46.6.1 (WHO VOC)","Delta - AY.47 (WHO VOC)","Delta - AY.48 (WHO VOC)","Delta - AY.49 (WHO VOC)","Delta - AY.5 (WHO VOC)","Delta - AY.5.1 (WHO VOC)","Delta - AY.5.2 (WHO VOC)","Delta - AY.5.3 (WHO VOC)","Delta - AY.5.4 (WHO VOC)","Delta - AY.5.5 (WHO VOC)","Delta - AY.50 (WHO VOC)","Delta - AY.51 (WHO VOC)","Delta - AY.52 (WHO VOC)","Delta - AY.53 (WHO VOC)","Delta - AY.54 (WHO VOC)","Delta - AY.55 (WHO VOC)","Delta - AY.56 (WHO VOC)","Delta - AY.57 (WHO VOC)","Delta - AY.58 (WHO VOC)","Delta - AY.59 (WHO VOC)","Delta - AY.6 (WHO VOC)","Delta - AY.60 (WHO VOC)","Delta - AY.61 (WHO VOC)","Delta - AY.63 (WHO VOC)","Delta - AY.64 (WHO VOC)","Delta - AY.65 (WHO VOC)","Delta - AY.66 (WHO VOC)","Delta - AY.67 (WHO VOC)","Delta - AY.68 (WHO VOC)","Delta - AY.69 (WHO VOC)","Delta - AY.7 (WHO VOC)","Delta - AY.7.1 (WHO VOC)","Delta - AY.7.2 (WHO VOC)","Delta - AY.70 (WHO VOC)","Delta - AY.71 (WHO VOC)","Delta - AY.72 (WHO VOC)","Delta - AY.73 (WHO VOC)","Delta - AY.74 (WHO VOC)","Delta - AY.75 (WHO VOC)","Delta - AY.75.2 (WHO VOC)","Delta - AY.76 (WHO VOC)","Delta - AY.77 (WHO VOC)","Delta - AY.78 (WHO VOC)","Delta - AY.79 (WHO VOC)","Delta - AY.8 (WHO VOC)","Delta - AY.80 (WHO VOC)","Delta - AY.81 (WHO VOC)","Delta - AY.82 (WHO VOC)","Delta - AY.83 (WHO VOC)","Delta - AY.84 (WHO VOC)","Delta - AY.85 (WHO VOC)","Delta - AY.86 (WHO VOC)","Delta - AY.87 (WHO VOC)","Delta - AY.88 (WHO VOC)","Delta - AY.9 (WHO VOC)","Delta - AY.9.2 (WHO VOC)","Delta - AY.90 (WHO VOC)","Delta - AY.91 (WHO VOC)","Delta - AY.92 (WHO VOC)","Delta - AY.93 (WHO VOC)","Delta - AY.94 (WHO VOC)","Delta - AY.95 (WHO VOC)","Delta - AY.98 (WHO VOC)","Delta - AY.98.1 (WHO VOC)","Delta - AY.99 (WHO VOC)","Delta - AY.99.1 (WHO VOC)","Delta - AY.99.2 (WHO VOC)","Epsilon (WHO FMV)","Eta (WHO FMV)","G (Lineage)","Gamma (WHO VOC)","Gamma - P.1.1 (WHO VOC)","Gamma - P.1.10 (WHO VOC)","Gamma - P.1.14 (WHO VOC)","Gamma - P.1.15 (WHO VOC)","Gamma - P.1.16 (WHO VOC)","Gamma - P.1.17 (WHO VOC)","Gamma - P.1.17.1 (WHO VOC)","Gamma - P.1.2 (WHO VOC)","Gamma - P.1.7 (WHO VOC)","Gamma - P.1.8 (WHO VOC)","Iota (WHO FMV)","Kappa (WHO FMV)","L (Lineage)","Lambda (WHO VOI)","M (Lineage)","Mu - 21H (WHO VOI)","Mu - 21H - BB.2 (WHO VOI)","N (Lineage)","Omicron - BA.1 (WHO VOC)","Omicron - BA.1.1 (WHO VOC)","Omicron - BA.2 (WHO VOC)","Omicron - BA.3 (WHO VOC)","Other","R.1 (WHO FMV)","S (Lineage)","Theta - P.3 (WHO FMV)","U (Lineage)","V (Lineage)","W (Lineage)","XA (Lineage)","XB (Lineage)","Y (Lineage)","Z (Lineage)","Zeta - P.2 (WHO FMV)","Unknown"
"United Kingdom","2021-01-10","0","34","34","866","0","0","2997","200","1266","0","0","0","34","0","1099","400","0","0","580609","0","0","0","0","0","0","15846","0","0","0","0","0","0","0","0","34","0","2963","166150","167","866","3762","34","0","0","0","0","67","0","0","1831","234","0","533","0","67","0","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0","0","0","67","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","0","0","0","0","0","0","0","0","0","234","0","0","0","1166","533","1465","0","0","34","400","134","0"
"United Kingdom","2021-01-24","0","38","0","987","0","0","1508","19","429","0","0","0","0","0","94","224","0","0","480638","56","0","0","56","0","19","6664","56","38","0","38","0","0","0","0","75","0","633","78152","19","280","1415","0","0","0","0","0","0","0","0","1359","56","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","94","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","429","0","0","0","0","0","0","0","0","0","0","0","0","38","0","149","0","0","0","0","38","19","0","0","0","131","0","0","0","577","205","633","0","0","19","19","112","0"
"United Kingdom","2021-02-07","0","18","0","251","9","0","708","27","63","0","0","0","0","0","81","0","0","0","275977","27","0","0","0","0","0","1873","9","0","0","72","0","0","0","0","18","0","207","17967","54","18","323","0","0","0","0","0","0","0","0","395","54","0","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","36","287","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","45","0","0","0","90","72","162","18","0","0","18","72","0"
"United Kingdom","2021-02-21","0","11","0","57","6","0","254","6","11","0","0","0","0","0","6","0","0","0","163155","68","0","0","0","0","6","574","0","0","0","83","0","0","0","0","0","0","52","4989","11","31","104","0","0","0","0","0","0","0","0","259","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","207","0","21","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","6","0","0","6","42","0","0","6","0","11","11","0","0","6","68","0"
"United Kingdom","2021-03-07","0","17","7","11","24","0","24","0","11","0","0","0","0","0","0","0","4","0","100003","173","0","0","11","0","0","563","0","0","0","116","0","0","0","0","11","0","14","1167","0","11","62","0","0","0","11","14","0","0","0","207","55","0","4","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","336","0","24","0","0","0","0","0","0","0","0","0","0","4","41","17","7","0","0","0","0","0","0","0","0","17","11","0","17","0","0","4","4","0","0","4","11","0"
"United Kingdom","2021-03-21","0","56","3","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","76346","198","0","0","5","0","0","298","0","0","0","76","0","0","0","0","3","0","14","255","3","5","23","0","3","0","5","12","0","0","0","247","38","0","0","25","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","209","0","23","7","0","7","5","0","0","0","3","0","0","20","74","3","0","0","0","0","3","5","0","0","0","12","18","0","0","3","0","0","54","0","0","0","7","0"
"United Kingdom","2021-04-04","0","89","3","5","11","5","0","0","0","0","0","0","0","0","0","0","0","7","61423","223","0","0","3","0","0","98","0","0","0","92","3","0","0","0","5","0","5","89","0","0","0","0","5","7","5","9","0","0","0","286","15","0","0","28","0","49","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","3","138","0","22","3","0","0","3","3","5","0","0","0","0","0","138","0","3","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","34","0","0","0","0","0"
"United Kingdom","2021-04-18","0","22","0","9","6","2","0","0","0","0","0","0","0","0","0","0","0","2","26947","122","0","2","4","2","4","72","0","0","0","45","0","4","0","0","9","2","0","27","4","0","6","0","0","6","0","2","0","0","0","226","15","0","0","81","0","372","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","4","0","2","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","0","0","0","0","0","0","0","0","2","63","0","26","2","4","4","6","2","24","0","0","0","0","6","220","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","2","0"
"United Kingdom","2021-05-02","0","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","50","28084","248","0","0","0","0","0","53","0","0","0","96","0","3","10","0","0","3","0","35","3","0","0","0","3","7","0","3","0","0","0","250","5","0","0","46","0","1241","19","60","3","0","7","0","0","0","0","0","0","0","0","23","0","80","3","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","75","0","0","0","0","0","14","0","0","0","5","0","0","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","3","0","0","0","0","712","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","5","0","0","0","0","0","0","7","0","0","0","3","0","0","0","0","3","0","0","194","0","0","0","0","0","0","0","0","3","0","0","3","0","19","0","62","0","87","0","0","0","0","0","0","0","10","0","0","3","0","0","0","0","16","0","0","0","0","0","119","0","0","0","0","0","0","0","0","0","148","0","3","0","0","0","0","0","14","0","0","0","0","0","94","0","30","3","0","0","5","28","28","0","0","0","0","7","332","0","0","0","0","0","0","0","0","0","0","7","3","0","3","0","0","3","0","0","0","0","0","0"
"United Kingdom","2021-05-16","0","11","9","0","0","5","0","0","0","0","0","0","0","0","0","0","0","149","19450","118","3","0","0","0","3","41","0","0","0","75","0","3","9","0","0","11","0","22","0","0","0","0","7","3","0","9","0","0","0","130","3","0","0","20","0","1535","28","201","5","0","20","0","0","0","0","0","0","0","0","126","0","41","5","0","0","0","3","0","0","0","0","0","0","149","0","3","0","0","0","147","0","0","0","0","0","13","0","3","0","5","0","0","0","0","0","0","0","0","0","9","0","3","3","7","0","0","0","3","0","0","0","0","0","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","30","0","0","0","0","5781","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","20","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","7","0","0","820","0","0","0","0","0","0","0","0","5","7","0","0","5","24","0","62","0","132","0","0","0","0","0","0","0","113","0","0","3","3","0","0","0","24","0","0","0","0","0","326","0","0","0","0","0","0","0","0","0","430","5","3","0","0","0","0","3","162","0","0","0","0","3","71","0","24","3","0","0","0","13","24","0","0","0","0","0","71","0","5","0","0","0","0","3","0","0","0","22","5","0","0","0","0","0","0","0","0","0","0","0"
"United Kingdom","2021-05-30","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","47","8581","55","0","0","2","6","0","10","0","0","0","34","0","0","6","0","0","3","0","5","0","0","0","0","2","0","0","3","0","0","0","37","2","0","0","14","0","1571","20","365","3","0","14","0","0","0","0","0","0","0","0","248","0","101","7","0","0","0","6","0","0","0","0","0","0","446","0","0","0","0","0","80","0","0","2","0","0","13","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","13","0","0","0","0","16036","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","2","6","0","0","0","34","0","0","0","0","0","0","3","2","6","0","0","0","0","0","0","28","0","0","1455","0","0","0","2","0","0","2","0","2","3","0","0","20","59","0","478","0","87","0","0","6","0","0","0","0","457","0","2","2","0","3","0","0","6","0","0","0","0","0","392","0","0","0","0","0","0","0","115","0","1653","2","21","0","0","0","0","2","607","2","0","0","0","0","10","0","10","0","0","0","0","20","0","0","0","0","0","0","42","0","0","0","3","0","0","0","0","0","0","13","0","0","2","0","0","0","0","0","0","0","0","0"
"United Kingdom","2021-06-13","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49","7679","16","0","0","0","0","3","71","0","0","0","27","0","5","0","0","0","9","0","5","0","0","0","0","0","0","0","0","0","0","0","62","0","0","0","14","0","2869","3","500","5","0","62","0","0","0","0","0","0","0","0","389","0","191","20","0","0","0","60","0","0","0","0","0","0","2009","0","3","0","7","0","360","0","0","0","0","0","25","0","0","7","5","0","0","3","3","0","0","0","5","0","0","0","0","3","3","0","0","3","11","3","0","0","0","0","5","5","5","0","0","0","0","0","0","0","0","3","0","3","7","0","0","0","0","0","0","0","5","3","130","0","0","0","0","50317","0","3","0","0","25","5","0","5","0","0","0","3","16","11","14","7","5","0","0","0","154","0","0","0","0","0","0","36","0","36","0","0","0","5","0","0","55","0","0","3954","0","0","0","3","0","0","0","0","3","0","3","0","62","351","0","2075","0","404","0","0","18","0","0","0","0","1025","0","0","11","0","5","0","0","29","0","0","0","0","0","1018","0","7","0","0","0","0","0","314","0","4853","38","66","0","3","0","0","0","2180","31","0","0","0","0","3","0","0","0","0","0","0","31","3","0","0","0","0","0","7","0","3","0","3","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0"
"United Kingdom","2021-06-27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","2777","20","0","0","0","0","0","216","0","0","0","43","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","24","4","8","0","16","0","3698","0","1103","20","0","89","4","0","0","0","12","0","0","8","431","0","350","24","0","4","0","120","0","0","0","0","0","0","4539","0","8","0","31","0","603","0","0","0","0","0","50","0","8","8","20","0","0","0","12","4","0","0","8","0","8","4","0","4","4","0","0","27","0","0","0","58","0","0","0","31","16","0","0","0","0","0","0","0","0","0","0","8","16","0","0","0","0","0","0","4","0","8","262","4","4","0","0","124755","104","4","16","0","384","0","4","24","0","4","4","35","54","104","12","4","12","0","8","0","192","0","0","0","0","0","0","85","43","154","0","20","0","62","12","0","8","0","0","4939","0","4","0","16","4","8","0","0","27","8","0","0","70","319","0","4094","0","358","0","0","8","0","4","0","0","2231","0","0","8","0","4","0","0","58","0","0","0","0","4","657","0","0","0","4","0","0","12","338","50","6870","70","300","0","0","0","4","0","5480","77","0","0","0","0","4","0","4","0","0","0","0","0","4","0","0","4","0","0","0","0","4","0","27","4","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0"
"United Kingdom","2021-07-11","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2373","7","0","0","0","0","0","84","0","0","0","35","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","9938","7","1678","35","0","293","7","0","0","0","91","7","0","21","348","0","724","154","0","0","0","209","0","14","0","0","0","0","11079","0","28","28","35","0","1726","0","0","21","0","0","195","0","56","126","35","0","0","7","7","0","0","0","7","0","7","7","70","28","70","0","0","21","28","7","0","28","0","35","35","42","7","0","0","14","0","14","0","0","0","7","7","14","49","0","14","0","0","0","7","49","7","14","1351","0","7","0","0","282880","418","14","161","0","1949","397","7","28","0","28","28","321","515","119","42","35","28","0","119","0","1163","0","0","0","0","0","0","272","279","481","0","35","14","592","63","0","0","0","7","16131","0","14","0","119","0","7","14","0","188","14","7","0","126","362","0","14378","14","328","0","0","7","7","7","0","0","4106","7","21","35","7","0","14","0","49","0","7","7","7","7","1810","0","0","0","0","0","0","0","620","112","13550","975","418","7","0","0","35","0","15595","293","7","0","7","0","14","0","0","0","0","0","0","0","14","7","0","0","0","0","7","0","7","0","119","0","0","7","0","0","0","42","0","0","0","0","0","0","0","14","0","0","0","0"
